sentenceID,sentenceText
DDI-DrugBank.d263.s8,It is unknown how the effect seen in these in vitro studies translates into clinical consequences.
DDI-DrugBank.d263.s9,Concomitant use of zalcitabine and lamivudine is not recommended.
DDI-DrugBank.d263.s10,"Saquinavir: The combination of HIVID, saquinavir, and ZDV has been studied (as triple combination) in adults."
DDI-DrugBank.d263.s11,"Pharmacokinetic data suggest that absorption, metabolism, and elimination of each of these drugs are unchanged when they are used together."
DDI-DrugBank.d263.s12,Drugs Associated With Peripheral Neuropathy: The concomitant use of HIVID with drugs that have the potential to cause peripheral neuropathy should be avoided where possible.
DDI-DrugBank.d263.s13,"Drugs that have been associated with peripheral neuropathy include antiretroviral nucleoside analogues, chloramphenicol, cisplatin, dapsone, disulfiram, ethionamide, glutethimide, gold, hydralazine, iodoquinol, isoniazid, metronidazole, nitrofurantoin, phenytoin, ribavirin, and vincristine."
DDI-DrugBank.d263.s14,Concomitant use of HIVID with didanosine is not recommended.
DDI-DrugBank.d263.s15,Intravenous Pentamidine: Treatment with HIVID should be interrupted when the use of a drug that has the potential to cause pancreatitis is required.
DDI-DrugBank.d263.s16,Death due to fulminant pancreatitis possibly related to intravenous pentamidine and HIVID has been reported.
DDI-DrugBank.d263.s17,"If intravenous pentamidine is required to treat Pneumocystis carinii pneumonia, treatment with HIVID should be interrupted."
DDI-DrugBank.d263.s18,"Amphotericin, Foscarnet, and Aminoglycosides: Drugs such as amphotericin, foscarnet, and aminoglycosides may increase the risk of developing peripheral neuropathy or other HIVID-associated adverse events by interfering with the renal clearance of zalcitabine (thereby raising systemic exposure)."
DDI-DrugBank.d263.s19,Patients who require the use of one of these drugs with HIVID should have frequent clinical and laboratory monitoring with dosage adjustment for any significant change in renal function.
DDI-DrugBank.d263.s20,"Probenecid or Cimetidine: Concomitant administration of probenecid or cimetidine decreases the elimination of zalcitabine, most likely by inhibition of renal tubular secretion of zalcitabine."
DDI-DrugBank.d263.s21,Patients receiving these drugs in combination with zalcitabine should be monitored for signs of toxicity and the dose of zalcitabine reduced if warranted.
DDI-DrugBank.d263.s22,Magnesium/Aluminum-containing Antacid Products: Absorption of zalcitabine is moderately reduced (approximately 25%) when coadministered with magnesium/aluminum-containing antacid products.
DDI-DrugBank.d263.s23,"The clinical significance of this reduction is not known, hence zalcitabine is not recommended to be ingested simultaneously with magnesium/aluminum-containing antacids."
DDI-DrugBank.d263.s24,Metoclopramide: Bioavailability is mildly reduced (approximately 10%) when zalcitabine and metoclopramide are coadministered.
DDI-DrugBank.d263.s25,Doxorubicin: Doxorubicin caused a decrease in zalcitabine phosphorylation ( 50% inhibition of total phosphate formation) in U937/Molt 4 cells.
DDI-DrugBank.d263.s26,"Although there may be decreased zalcitabine activity because of lessened active metabolite formation, the clinical relevance of these in vitro results are not known."
DDI-DrugBank.d133.s0,"Co-administration of BOTOX and aminoglycosides or other agents interfering with neuromuscular transmission (e.g., curare-like compounds) should only be performed with caution as the effect of the toxin may be potentiated."
DDI-DrugBank.d133.s1,The effect of administering different botulinum neurotoxin serotypes at the same time or within several months of each other is unknown.
DDI-DrugBank.d133.s2,Excessive neuromuscular weakness may be exacerbated by administration of another botulinum toxin prior to the resolution of the effects of a previously administered botulinum toxin.
DDI-DrugBank.d432.s0,"APRD00513_IN,txt"
DDI-DrugBank.d343.s0,"Aspirin, warfarin, heparin, NSAIDs"
DDI-DrugBank.d427.s0,Elevated plasma levels of theophylline have been reported with concomitant quinolone use.
DDI-DrugBank.d427.s1,There have been reports of theophylline-related side effects in patients on concomitant therapy with quinolones and theophylline.
DDI-DrugBank.d427.s2,"Therefore, monitoring of theophylline plasma levels should be considered and dosage of theophylline adjusted, as required."
DDI-DrugBank.d427.s3,Quinolones have been shown to interfere with the metabolism of caffeine.
DDI-DrugBank.d427.s4,This may lead to reduced clearance of caffeine and the prolongation of its plasma half-life.
DDI-DrugBank.d427.s5,"Quinolones, including nalidixic acid, may enhance the effects of the oral anticoagulant warfarin or its derivatives."
DDI-DrugBank.d427.s6,"When these products are administered concomitantly, prothrombin time or other suitable coagulation test should be closely monitored."
DDI-DrugBank.d427.s7,Nitrofurantoin interferes with the therapeutic action of nalidixic acid.
DDI-DrugBank.d427.s8,"Antacids containing magnesium, aluminum, or calcium;"
DDI-DrugBank.d427.s9,sucralfate or divalent or trivalent cations such as iron;
DDI-DrugBank.d427.s10,multivitamins containing zinc;
DDI-DrugBank.d427.s11,"and Videx , (Didanosine), chewable/buffered tablets or the pediatric powder for oral solution may substantially interfere with the absorption of quinolones, resulting in systemic levels considerably lower than desired."
DDI-DrugBank.d427.s12,These agents should not be taken within the two hour period before or within the two-hour period after nalidixic acid administration.
DDI-DrugBank.d427.s13,Elevated serum levels of cyclosporine have been reported with the concomitant use of some quinolones and cyclosporine.
DDI-DrugBank.d427.s14,"Therefore, cyclosporine serum levels should be monitored and appropriate cyclosporine dosage adjustments made when these drugs are used concomitantly."
DDI-DrugBank.d14.s0,The vasodilating effects of nitroglycerin may be additive with those of other vasodilators.
DDI-DrugBank.d14.s1,"Alcohol, in particular, has been found to exhibit additive effects of this variety."
DDI-DrugBank.d14.s2,Marked symptomatic orthostatic hypotension has been reported when calcium channel blockers and organic nitrates were used in combination.
DDI-DrugBank.d14.s3,Dose adjustments of either class of agents may be necessary.
DDI-DrugBank.d458.s0,Ketoconazole is a potent inhibitor of the cytochrome P450 3A4 enzyme system.
DDI-DrugBank.d458.s1,Coadministration of NIZORAL  Tablets and drugs primarily metabolized by the cytochrome P450 3A4 enzyme system may result in increased plasma concentrations of the drugs that could increase or prolong both therapeutic and adverse effects.
DDI-DrugBank.d458.s2,"Therefore, unless otherwise specified, appropriate dosage adjustments may be necessary."
DDI-DrugBank.d458.s3,"The following drug interactions have been identified involving NIZORAL Tablets and other drugs metabolized by the cytochrome P450 3A4 enzyme system: Ketoconazole tablets inhibit the metabolism of terfenadine, resulting in an increased plasma concentration of terfenadine and a delay in the elimination of its acid metabolite."
DDI-DrugBank.d458.s4,The increased plasma concentration of terfenadine or its metabolite may result in prolonged QT intervals.
DDI-DrugBank.d458.s5,"Pharmacokinetic data indicate that oral ketoconazole inhibits the metabolism of astemizole, resulting in elevated plasma levels of astemizole and its active metabolite desmethylastemizole which may prolong QT intervals."
DDI-DrugBank.d458.s6,Coadministration of astemizole with ketoconazole tablets is therefore contraindicated.
DDI-DrugBank.d458.s7,Human pharmacokinetics data indicate that oral ketoconazole potently inhibits the metabolism of cisapride resulting in a mean eight-fold increase in AUC of cisapride.
DDI-DrugBank.d458.s8,Data suggest that coadministration of oral ketoconazole and cisapride can result in prolongation of the QT interval on the ECG.
DDI-DrugBank.d458.s9,Therefore concomitant administration of ketoconazole tablets with cisapride is contraindicated.
DDI-DrugBank.d458.s10,"Ketoconazole tablets may alter the metabolism of cyclosporine, tacrolimus, and methylprednisolone, resulting in elevated plasma concentrations of the latter drugs."
DDI-DrugBank.d458.s11,"Dosage adjustment may be required if cyclosporine, tacrolimus, or methylprednisolone are given concomitantly with NIZORAL  Tablets."
DDI-DrugBank.d458.s12,Coadministration of NIZORAL  Tablets with midazolam or triazolam has resulted in elevated plasma concentrations of the latter two drugs.
DDI-DrugBank.d458.s13,"This may potentiate and prolong hypnotic and sedative effects, especially with repeated dosing or chronic administration of these agents."
DDI-DrugBank.d458.s14,These agents should not be used in patients treated with NIZORAL  Tablets.
DDI-DrugBank.d458.s15,"If midazolam is administered parenterally, special precaution is required since the sedative effect may be prolonged."
DDI-DrugBank.d458.s16,Rare cases of elevated plasma concentrations of digoxin have been reported.
DDI-DrugBank.d458.s17,It is not clear whether this was due to the combination of therapy.
DDI-DrugBank.d458.s18,"It is, therefore, advisable to monitor digoxin concentrations in patients receiving ketoconazole."
DDI-DrugBank.d458.s19,"When taken orally , imidazole compounds like ketoconazole may enhance the anticoagulant effect of coumarin-like drugs."
DDI-DrugBank.d458.s20,"In simultaneous treatment with imidazole drugs and coumarin drugs, the anticoagulant effect should be carefully titrated and monitored."
DDI-DrugBank.d458.s21,"Because severe hypoglycemia has been reported in patients concomitantly receiving oral miconazole (an imidazole) and oral hypoglycemic agents, such a potential interaction involving the latter agents when used concomitantly with ketoconazole tablets (an imidazole) can not be ruled out."
DDI-DrugBank.d458.s22,Concomitant administration of ketoconazole tablets with phenytoin may alter the metabolism of one or both of the drugs.
DDI-DrugBank.d458.s23,It is suggested to monitor both ketoconazole and phenytoin.
DDI-DrugBank.d458.s24,Concomitant administration of rifampin with ketoconazole tablets reduces the blood levels of the latter.
DDI-DrugBank.d458.s25,INH (Isoniazid) is also reported to affect ketoconazole concentrations adversely.
DDI-DrugBank.d458.s26,These drugs should not be given concomitantly.
DDI-DrugBank.d458.s27,"After the coadministration of 200 mg oral ketoconazole twice daily and one 20 mg dose of loratadine to 11 subjects, the AUC and Cmax of loratadine averaged 302% (  142 S.D.) and 251% (  68 S.D.), respectively, of those obtained after co-treatment with placebo."
DDI-DrugBank.d458.s28,"The AUC and Cmax of descarboethoxyloratadine, an active metabolite, averaged 155% (  27 S.D.) and 141% (  35 S.D.), respectively."
DDI-DrugBank.d458.s29,"However, no related changes were noted in the QT0 on ECG taken at 2, 6, and 24 hours after the coadministration."
DDI-DrugBank.d458.s30,"Also, there were no clinically significant differences in adverse events when loratadine was administered with or without ketoconazole."
DDI-DrugBank.d458.s31,Rare cases of a disulfiram-like reaction to alcohol have been reported.
DDI-DrugBank.d458.s32,"These experiences have been characterized by flushing, rash, peripheral edema, nausea, and headache."
DDI-DrugBank.d458.s33,Symptoms resolved within a few hours.
DDI-DrugBank.d389.s0,"Antihistamines may enhance the effects of tricyclic antidepressants, barbiturates, alcohol, and other CNS depressants."
DDI-DrugBank.d389.s1,MAO inhibitors prolong and intensify the anticholinergic effects of antihistamines.
DDI-DrugBank.d389.s2,"Sympathomimetic amines may reduce the antihypertensive effects of reserpine, veratrum alkaloids, methyldopa and mecamylamine."
DDI-DrugBank.d389.s3,Effects of sympathomimetics are increased with MAO inhibitors and beta adrenergic blockers.
DDI-DrugBank.d136.s0,"Alcohol (increases bioavailability by 50%), cimetidine, and valproates."
DDI-DrugBank.d289.s0,Bosentan is metabolized by CYP2C9 and CYP3A4.
DDI-DrugBank.d289.s1,Inhibition of these isoenzymes may increase the plasma concentration of bosentan.
DDI-DrugBank.d289.s2,Bosentan is an inducer of CYP3A4 and CYP2C9.
